question_text,question_context,grade,topic,followup_1,followup_1_context,followup_2,followup_2_context,answer_junior,answer_middle,answer_senior,source
"Как вы описываете интеграцию в постановке, чтобы разработчик понял ее с первого раза?","Интервьюер проверяет, как вы выбираете способ интеграции и учитываете надежность, нагрузку и эксплуатацию.",мидл-сеньор,интеграции,"а если разработчик все равно вернулся с уточнением - значит, постановка была плохая?","Интервьюер добавляет новое условие к интеграции. Объясните, изменится ли ваш выбор и почему.","как вы определяете, что постановка достаточно детальная и её пора отдавать в разработку?","Интервьюер добавляет новое условие к интеграции. Объясните, изменится ли ваш выбор и почему.","Пример к основному вопросу: Описываю не только формат запроса-ответа, но и поведение при ошибках и таймаутах - именно это чаще всего не додумано.
Пример к первому дожиму: Не всегда - иногда уточнение касается детали реализации, которую сознательно оставила на усмотрение разработки.
Пример ко второму дожиму: Читаю ее сама, представляя, что не смогу задать вопрос - если вопрос возникает у меня, значит рано отдавать.","Пример к основному вопросу: Описываю не только формат запроса-ответа, но и поведение при ошибках и таймаутах - именно это чаще всего не додумано.
Пример к первому дожиму: Не всегда - иногда уточнение касается детали реализации, которую сознательно оставила на усмотрение разработки.
Пример ко второму дожиму: Читаю ее сама, представляя, что не смогу задать вопрос - если вопрос возникает у меня, значит рано отдавать.","Пример к основному вопросу: Описываю не только формат запроса-ответа, но и поведение при ошибках и таймаутах - именно это чаще всего не додумано.
Пример к первому дожиму: Не всегда - иногда уточнение касается детали реализации, которую сознательно оставила на усмотрение разработки.
Пример ко второму дожиму: Читаю ее сама, представляя, что не смогу задать вопрос - если вопрос возникает у меня, значит рано отдавать.","Таблица Кати, вопрос 15: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"Что произойдет с вашей системой, если Kafka временно недоступна? Как вы это закладываете в проектирование?","Интервьюер проверяет, как вы выбираете способ интеграции и учитываете надежность, нагрузку и эксплуатацию.",мидл-сеньор,интеграции,"а если недоступность длится не секунды, а часы - решение то же самое?","Интервьюер добавляет новое условие к интеграции. Объясните, изменится ли ваш выбор и почему.","как вы вообще узнаете, что Kafka недоступна - кто и как это мониторит?","Интервьюер добавляет новое условие к интеграции. Объясните, изменится ли ваш выбор и почему.","Пример к основному вопросу: Producer не должен блокироваться - использую локальный буфер или outbox, чтобы бизнес-операция не падала из-за инфраструктурного сбоя в шине.
Пример к первому дожиму: Важен размер буфера и алертинг на его заполнение, чтобы не потерять данные при переполнении.
Пример ко второму дожиму: Мониторинг брокера и алерт на рост времени публикации сообщений.","Пример к основному вопросу: Producer не должен блокироваться - использую локальный буфер или outbox, чтобы бизнес-операция не падала из-за инфраструктурного сбоя в шине.
Пример к первому дожиму: Важен размер буфера и алертинг на его заполнение, чтобы не потерять данные при переполнении.
Пример ко второму дожиму: Мониторинг брокера и алерт на рост времени публикации сообщений.","Пример к основному вопросу: Producer не должен блокироваться - использую локальный буфер или outbox, чтобы бизнес-операция не падала из-за инфраструктурного сбоя в шине.
Пример к первому дожиму: Важен размер буфера и алертинг на его заполнение, чтобы не потерять данные при переполнении.
Пример ко второму дожиму: Мониторинг брокера и алерт на рост времени публикации сообщений.","Таблица Кати, вопрос 16: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"В каком случае вы бы выбрали gRPC вместо REST, и какие у этого выбора недостатки?","Интервьюер проверяет, как вы выбираете способ интеграции и учитываете надежность, нагрузку и эксплуатацию.",мидл-сеньор,интеграции,а если команда фронтенда не умеет работать с gRPC - это меняет решение?,"Интервьюер добавляет новое условие к интеграции. Объясните, изменится ли ваш выбор и почему.","как вы будете дебажить gRPC-запрос при проблеме, в отличие от REST?","Интервьюер добавляет новое условие к интеграции. Объясните, изменится ли ваш выбор и почему.","Пример к основному вопросу: Для внутреннего высоконагруженного взаимодействия на одном стеке - недостаток в том, что сложнее дебажить и не так удобен для внешних потребителей.
Пример к первому дожиму: Для фронтенда все равно оставляю REST или GraphQL, gRPC только между бэкенд-сервисами.
Пример ко второму дожиму: Через специализированные инструменты для gRPC-трейсинга, обычный curl тут не поможет.","Пример к основному вопросу: Для внутреннего высоконагруженного взаимодействия на одном стеке - недостаток в том, что сложнее дебажить и не так удобен для внешних потребителей.
Пример к первому дожиму: Для фронтенда все равно оставляю REST или GraphQL, gRPC только между бэкенд-сервисами.
Пример ко второму дожиму: Через специализированные инструменты для gRPC-трейсинга, обычный curl тут не поможет.","Пример к основному вопросу: Для внутреннего высоконагруженного взаимодействия на одном стеке - недостаток в том, что сложнее дебажить и не так удобен для внешних потребителей.
Пример к первому дожиму: Для фронтенда все равно оставляю REST или GraphQL, gRPC только между бэкенд-сервисами.
Пример ко второму дожиму: Через специализированные инструменты для gRPC-трейсинга, обычный curl тут не поможет.","Таблица Кати, вопрос 17: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
Как вы находите риски в чужой интеграции до начала разработки?,"Интервьюер проверяет, как вы выбираете способ интеграции и учитываете надежность, нагрузку и эксплуатацию.",мидл-сеньор,интеграции,"приведите пример риска, который вы нашли, но его проигнорировали, и почему","Интервьюер добавляет новое условие к интеграции. Объясните, изменится ли ваш выбор и почему.","как вы доносите найденный риск команде разработки так, чтобы его не проигнорировали?","Интервьюер добавляет новое условие к интеграции. Объясните, изменится ли ваш выбор и почему.","Пример к основному вопросу: Смотрю на поведение при ошибках и таймаутах - обычно именно эта часть не продумана у автора интеграции.
Пример к первому дожиму: Риск дублирования при повторной отправке - посчитала маловероятным, а он реализовался при нестабильном интернете у клиентов.
Пример ко второму дожиму: Показываю конкретный сценарий, а не абстрактную формулировку риска.","Пример к основному вопросу: Смотрю на поведение при ошибках и таймаутах - обычно именно эта часть не продумана у автора интеграции.
Пример к первому дожиму: Риск дублирования при повторной отправке - посчитала маловероятным, а он реализовался при нестабильном интернете у клиентов.
Пример ко второму дожиму: Показываю конкретный сценарий, а не абстрактную формулировку риска.","Пример к основному вопросу: Смотрю на поведение при ошибках и таймаутах - обычно именно эта часть не продумана у автора интеграции.
Пример к первому дожиму: Риск дублирования при повторной отправке - посчитала маловероятным, а он реализовался при нестабильном интернете у клиентов.
Пример ко второму дожиму: Показываю конкретный сценарий, а не абстрактную формулировку риска.","Таблица Кати, вопрос 18: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
Что такое идемпотентность и почему это важно при проектировании интеграций?,"Интервьюер проверяет, как вы выбираете способ интеграции и учитываете надежность, нагрузку и эксплуатацию.",мидл-сеньор,интеграции,"приведите пример, где ее отсутствие привело бы к проблеме","Интервьюер добавляет новое условие к интеграции. Объясните, изменится ли ваш выбор и почему.","как вы объясните идемпотентность разработчику, который никогда не сталкивался с этим термином?","Интервьюер добавляет новое условие к интеграции. Объясните, изменится ли ваш выбор и почему.","Пример к основному вопросу: Повторный вызов с теми же параметрами не должен менять результат повторно - важно, потому что при сетевых сбоях повторные запросы неизбежны.
Пример к первому дожиму: Повторная отправка платежа при плохом интернете списала бы деньги дважды.
Пример ко второму дожиму: Говорю - представь кнопку, на которую можно нажать десять раз, а спишется один раз.","Пример к основному вопросу: Повторный вызов с теми же параметрами не должен менять результат повторно - важно, потому что при сетевых сбоях повторные запросы неизбежны.
Пример к первому дожиму: Повторная отправка платежа при плохом интернете списала бы деньги дважды.
Пример ко второму дожиму: Говорю - представь кнопку, на которую можно нажать десять раз, а спишется один раз.","Пример к основному вопросу: Повторный вызов с теми же параметрами не должен менять результат повторно - важно, потому что при сетевых сбоях повторные запросы неизбежны.
Пример к первому дожиму: Повторная отправка платежа при плохом интернете списала бы деньги дважды.
Пример ко второму дожиму: Говорю - представь кнопку, на которую можно нажать десять раз, а спишется один раз.","Таблица Кати, вопрос 19: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"Опишите, как вы бы спроектировали интеграцию с внешним сервисом, который часто меняет свой API","Интервьюер проверяет, как вы выбираете способ интеграции и учитываете надежность, нагрузку и эксплуатацию.",мидл-сеньор,интеграции,"а если внешний сервис меняет API без предупреждения - как вы это обнаружите до того, как все сломается?","Интервьюер добавляет новое условие к интеграции. Объясните, изменится ли ваш выбор и почему.","закладывали бы вы это в SLA с партнёром, или это чисто техническое решение с вашей стороны?","Интервьюер добавляет новое условие к интеграции. Объясните, изменится ли ваш выбор и почему.","Пример к основному вопросу: Ставлю свой адаптер поверх внешнего контракта, чтобы изменения снаружи не задевали внутреннюю логику.
Пример к первому дожиму: Валидирую формат ответа на границе системы и алертю при расхождении со схемой.
Пример ко второму дожиму: Да, если отношения договорные - фиксирую в SLA обязательство уведомлять об изменениях заранее.","Пример к основному вопросу: Ставлю свой адаптер поверх внешнего контракта, чтобы изменения снаружи не задевали внутреннюю логику.
Пример к первому дожиму: Валидирую формат ответа на границе системы и алертю при расхождении со схемой.
Пример ко второму дожиму: Да, если отношения договорные - фиксирую в SLA обязательство уведомлять об изменениях заранее.","Пример к основному вопросу: Ставлю свой адаптер поверх внешнего контракта, чтобы изменения снаружи не задевали внутреннюю логику.
Пример к первому дожиму: Валидирую формат ответа на границе системы и алертю при расхождении со схемой.
Пример ко второму дожиму: Да, если отношения договорные - фиксирую в SLA обязательство уведомлять об изменениях заранее.","Таблица Кати, вопрос 20: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"Как бы вы спроектировали БД для интернет-магазина с пользователями, товарами и заказами, сколько нормальных форм заложите?","Интервьюер проверяет, как вы проектируете данные и объясняете практические последствия решений по базе.",мидл-сеньор,бд,а если данные вырастут на порядок - что будете менять первым?,"Интервьюер уточняет условия работы с данными. Объясните, как это повлияет на модель или техническое решение.",откуда вообще взялась эта цифра роста - как вы её проверяете заранее?,"Интервьюер уточняет условия работы с данными. Объясните, как это повлияет на модель или техническое решение.","Пример к основному вопросу: Третья нормальная форма как стартовая точка, денормализую точечно там, где подтверждено, что джойны создают реальную нагрузку.
Пример к первому дожиму: Смотрю сначала, что именно растет - объем данных или частота запросов, решения разные.
Пример ко второму дожиму: Из прогноза продукта или маркетинга, если прогноза нет - закладываю разумный запас, не более.","Пример к основному вопросу: Третья нормальная форма как стартовая точка, денормализую точечно там, где подтверждено, что джойны создают реальную нагрузку.
Пример к первому дожиму: Смотрю сначала, что именно растет - объем данных или частота запросов, решения разные.
Пример ко второму дожиму: Из прогноза продукта или маркетинга, если прогноза нет - закладываю разумный запас, не более.","Пример к основному вопросу: Третья нормальная форма как стартовая точка, денормализую точечно там, где подтверждено, что джойны создают реальную нагрузку.
Пример к первому дожиму: Смотрю сначала, что именно растет - объем данных или частота запросов, решения разные.
Пример ко второму дожиму: Из прогноза продукта или маркетинга, если прогноза нет - закладываю разумный запас, не более.","Таблица Кати, вопрос 21: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"В чем разница между SQL и NoSQL, и как вы выбираете между ними на практике?","Интервьюер проверяет, как вы проектируете данные и объясняете практические последствия решений по базе.",мидл-сеньор,бд,"а если на проекте уже используется SQL, а задача просится под NoSQL - что перевесит?","Интервьюер уточняет условия работы с данными. Объясните, как это повлияет на модель или техническое решение.","можно ли использовать оба одновременно в одном проекте, и когда это оправдано?","Интервьюер уточняет условия работы с данными. Объясните, как это повлияет на модель или техническое решение.","Пример к основному вопросу: Выбираю по паттерну данных - если структура жесткая и важны связи, SQL, если схема часто меняется и важен горизонтальный рост, NoSQL.
Пример к первому дожиму: Если объем данных небольшой - остаюсь на SQL, не плодя вторую технологию ради одной задачи.
Пример ко второму дожиму: Да, для разных частей системы - операционные данные в SQL, аналитику или каталог с гибкой схемой в NoSQL.","Пример к основному вопросу: Выбираю по паттерну данных - если структура жесткая и важны связи, SQL, если схема часто меняется и важен горизонтальный рост, NoSQL.
Пример к первому дожиму: Если объем данных небольшой - остаюсь на SQL, не плодя вторую технологию ради одной задачи.
Пример ко второму дожиму: Да, для разных частей системы - операционные данные в SQL, аналитику или каталог с гибкой схемой в NoSQL.","Пример к основному вопросу: Выбираю по паттерну данных - если структура жесткая и важны связи, SQL, если схема часто меняется и важен горизонтальный рост, NoSQL.
Пример к первому дожиму: Если объем данных небольшой - остаюсь на SQL, не плодя вторую технологию ради одной задачи.
Пример ко второму дожиму: Да, для разных частей системы - операционные данные в SQL, аналитику или каталог с гибкой схемой в NoSQL.","Таблица Кати, вопрос 22: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
Как вы проектируете индексы для таблицы с высокой нагрузкой на чтение?,"Интервьюер проверяет, как вы проектируете данные и объясняете практические последствия решений по базе.",мидл-сеньор,бд,а если та же таблица получает много записи - индексы не станут проблемой?,"Интервьюер уточняет условия работы с данными. Объясните, как это повлияет на модель или техническое решение.","как узнать, что индекс вообще используется, а не просто занимает место?","Интервьюер уточняет условия работы с данными. Объясните, как это повлияет на модель или техническое решение.","Пример к основному вопросу: Индексирую поля из реальных WHERE и JOIN, проверяю через план выполнения, а не гипотетически.
Пример к первому дожиму: Тогда индексов меньше, только самые необходимые - каждый лишний индекс замедляет запись.
Пример ко второму дожиму: Смотрю план выполнения запроса, а не полагаюсь на факт существования индекса.","Пример к основному вопросу: Индексирую поля из реальных WHERE и JOIN, проверяю через план выполнения, а не гипотетически.
Пример к первому дожиму: Тогда индексов меньше, только самые необходимые - каждый лишний индекс замедляет запись.
Пример ко второму дожиму: Смотрю план выполнения запроса, а не полагаюсь на факт существования индекса.","Пример к основному вопросу: Индексирую поля из реальных WHERE и JOIN, проверяю через план выполнения, а не гипотетически.
Пример к первому дожиму: Тогда индексов меньше, только самые необходимые - каждый лишний индекс замедляет запись.
Пример ко второму дожиму: Смотрю план выполнения запроса, а не полагаюсь на факт существования индекса.","Таблица Кати, вопрос 23: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"Что такое партиционирование, репликация и шардирование - и когда каждое из этого нужно?","Интервьюер проверяет, как вы проектируете данные и объясняете практические последствия решений по базе.",мидл-сеньор,бд,"а если данных пока немного, но бизнес обещает кратный рост - закладывать это сейчас или потом?","Интервьюер уточняет условия работы с данными. Объясните, как это повлияет на модель или техническое решение.","а если бизнес вообще не даёт прогноза роста, только общее ""может быть много""?","Интервьюер уточняет условия работы с данными. Объясните, как это повлияет на модель или техническое решение.","Пример к основному вопросу: Партиционирование - разделение большой таблицы по ключу для ускорения выборок и архивирования, репликация - для доступности и чтения, шардирование - для распределения записи при огромном объеме.
Пример к первому дожиму: Партиционирование закладываю заранее, если добавить его позже на живой таблице - отдельный рискованный проект.
Пример ко второму дожиму: Закладываю партиционирование по естественному ключу вроде даты - это дешево и не мешает даже при небольшом объеме.","Пример к основному вопросу: Партиционирование - разделение большой таблицы по ключу для ускорения выборок и архивирования, репликация - для доступности и чтения, шардирование - для распределения записи при огромном объеме.
Пример к первому дожиму: Партиционирование закладываю заранее, если добавить его позже на живой таблице - отдельный рискованный проект.
Пример ко второму дожиму: Закладываю партиционирование по естественному ключу вроде даты - это дешево и не мешает даже при небольшом объеме.","Пример к основному вопросу: Партиционирование - разделение большой таблицы по ключу для ускорения выборок и архивирования, репликация - для доступности и чтения, шардирование - для распределения записи при огромном объеме.
Пример к первому дожиму: Партиционирование закладываю заранее, если добавить его позже на живой таблице - отдельный рискованный проект.
Пример ко второму дожиму: Закладываю партиционирование по естественному ключу вроде даты - это дешево и не мешает даже при небольшом объеме.","Таблица Кати, вопрос 24: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"Как вы проектируете БД под задачу, чтобы она выдерживала рост данных без переделки с нуля?","Интервьюер проверяет, как вы проектируете данные и объясняете практические последствия решений по базе.",мидл-сеньор,бд,"а если бизнес скажет, что сейчас данных мало и закладывать это сейчас - трата времени, что вы делаете?","Интервьюер уточняет условия работы с данными. Объясните, как это повлияет на модель или техническое решение.","а если вы заложили запас, а роста в итоге не случилось - была ли эта работа впустую?","Интервьюер уточняет условия работы с данными. Объясните, как это повлияет на модель или техническое решение.","Пример к основному вопросу: Закладываю партиционирование по предсказуемому ключу с самого начала, даже если сейчас данных немного.
Пример к первому дожиму: Показываю, что стоимость закладки сейчас в разы меньше стоимости миграции живой таблицы позже.
Пример ко второму дожиму: Нет - на объеме, где рост не случился, партиционирование не мешает и не создает накладных расходов.","Пример к основному вопросу: Закладываю партиционирование по предсказуемому ключу с самого начала, даже если сейчас данных немного.
Пример к первому дожиму: Показываю, что стоимость закладки сейчас в разы меньше стоимости миграции живой таблицы позже.
Пример ко второму дожиму: Нет - на объеме, где рост не случился, партиционирование не мешает и не создает накладных расходов.","Пример к основному вопросу: Закладываю партиционирование по предсказуемому ключу с самого начала, даже если сейчас данных немного.
Пример к первому дожиму: Показываю, что стоимость закладки сейчас в разы меньше стоимости миграции живой таблицы позже.
Пример ко второму дожиму: Нет - на объеме, где рост не случился, партиционирование не мешает и не создает накладных расходов.","Таблица Кати, вопрос 25: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"Расскажите про случай, когда решение по структуре данных, которое вы заложили в требованиях или логической модели, привело к проблеме в продакшене","Интервьюер проверяет, как вы проектируете данные и объясняете практические последствия решений по базе.",мидл-сеньор,бд,почему этот риск не заметили на этапе проработки требований к БД?,"Интервьюер уточняет условия работы с данными. Объясните, как это повлияет на модель или техническое решение.","как вы теперь проверяете модель данных перед тем, как отдать её в разработку?","Интервьюер уточняет условия работы с данными. Объясните, как это повлияет на модель или техническое решение.","Пример к основному вопросу: Не заложили индекс на поле, по которому позже начали активно фильтровать - запрос по этому полю стал занимать секунды при росте таблицы.
Пример к первому дожиму: Потому что на момент проектирования это поле не рассматривалось как частый фильтр - изменилось использование продукта.
Пример ко второму дожиму: Прогоняю план запроса на реалистичном объеме данных до релиза, а не после жалоб.","Пример к основному вопросу: Не заложили индекс на поле, по которому позже начали активно фильтровать - запрос по этому полю стал занимать секунды при росте таблицы.
Пример к первому дожиму: Потому что на момент проектирования это поле не рассматривалось как частый фильтр - изменилось использование продукта.
Пример ко второму дожиму: Прогоняю план запроса на реалистичном объеме данных до релиза, а не после жалоб.","Пример к основному вопросу: Не заложили индекс на поле, по которому позже начали активно фильтровать - запрос по этому полю стал занимать секунды при росте таблицы.
Пример к первому дожиму: Потому что на момент проектирования это поле не рассматривалось как частый фильтр - изменилось использование продукта.
Пример ко второму дожиму: Прогоняю план запроса на реалистичном объеме данных до релиза, а не после жалоб.","Таблица Кати, вопрос 26: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
Какие виды ограничений (констрейнтов) вы закладываете при проектировании структуры данных и зачем нужен каждый из них?,"Интервьюер проверяет, как вы проектируете данные и объясняете практические последствия решений по базе.",мидл-сеньор,бд,"а если разработчик говорит, что то же самое можно проверить на уровне кода приложения - зачем дублировать это ограничениями на уровне БД?","Интервьюер уточняет условия работы с данными. Объясните, как это повлияет на модель или техническое решение.","бывают ли ограничения, которые вы намеренно не ставите на уровне БД, хотя технически могли бы?","Интервьюер уточняет условия работы с данными. Объясните, как это повлияет на модель или техническое решение.","Пример к основному вопросу: NOT NULL, UNIQUE, FOREIGN KEY, CHECK - каждый защищает целостность на случай, если баг в коде пропустит невалидные данные.
Пример к первому дожиму: Ограничение в БД - последний рубеж, который сработает даже если код с ошибкой это пропустил.
Пример ко второму дожиму: Избыточно строгий CHECK, если бизнес-правило еще может измениться - тогда проверяю только в коде, пока правило не стабилизируется.","Пример к основному вопросу: NOT NULL, UNIQUE, FOREIGN KEY, CHECK - каждый защищает целостность на случай, если баг в коде пропустит невалидные данные.
Пример к первому дожиму: Ограничение в БД - последний рубеж, который сработает даже если код с ошибкой это пропустил.
Пример ко второму дожиму: Избыточно строгий CHECK, если бизнес-правило еще может измениться - тогда проверяю только в коде, пока правило не стабилизируется.","Пример к основному вопросу: NOT NULL, UNIQUE, FOREIGN KEY, CHECK - каждый защищает целостность на случай, если баг в коде пропустит невалидные данные.
Пример к первому дожиму: Ограничение в БД - последний рубеж, который сработает даже если код с ошибкой это пропустил.
Пример ко второму дожиму: Избыточно строгий CHECK, если бизнес-правило еще может измениться - тогда проверяю только в коде, пока правило не стабилизируется.","Таблица Кати, вопрос 27: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"Есть две таблицы: ""ученики"" (id, имя, класс, учитель_id) и ""учителя"" (id, имя, предмет). Как бы вы написали запрос, чтобы вывести всех учителей и количество учеников у каждого - включая учителей, у которых пока нет ни одного ученика?","Интервьюер проверяет, как вы проектируете данные и объясняете практические последствия решений по базе.",мидл-сеньор,бд,"а если нужно оставить в выборке только тех учителей, у кого учеников больше 5 - что в запросе изменится?","Интервьюер уточняет условия работы с данными. Объясните, как это повлияет на модель или техническое решение.","как переписать запрос, если нужно вывести ещё и учителей вообще без класса, привязанного к предмету?","Интервьюер уточняет условия работы с данными. Объясните, как это повлияет на модель или техническое решение.","Пример к основному вопросу: LEFT JOIN учителей к ученикам с GROUP BY и COUNT, чтобы не потерять учителей без учеников.
Пример к первому дожиму: Добавляю HAVING count(*) > 5 после GROUP BY.
Пример ко второму дожиму: Нужно уточнить структуру данных - если предмет хранится отдельно, добавляю LEFT JOIN еще и к этой таблице.","Пример к основному вопросу: LEFT JOIN учителей к ученикам с GROUP BY и COUNT, чтобы не потерять учителей без учеников.
Пример к первому дожиму: Добавляю HAVING count(*) > 5 после GROUP BY.
Пример ко второму дожиму: Нужно уточнить структуру данных - если предмет хранится отдельно, добавляю LEFT JOIN еще и к этой таблице.","Пример к основному вопросу: LEFT JOIN учителей к ученикам с GROUP BY и COUNT, чтобы не потерять учителей без учеников.
Пример к первому дожиму: Добавляю HAVING count(*) > 5 после GROUP BY.
Пример ко второму дожиму: Нужно уточнить структуру данных - если предмет хранится отдельно, добавляю LEFT JOIN еще и к этой таблице.","Таблица Кати, вопрос 28: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
